,age,count
10752,39.4,3
11314,39.4,1
11315,39.4,4
9015,39.4,5
2327,39.4,5
3171,39.4,5
8728,39.5,4
1496,39.5,4
7890,39.5,3
7891,39.5,1
10742,39.5,2
10743,39.5,2
11312,39.5,1
11313,39.5,3
11756,39.5,1
11757,39.5,3
5503,39.5,2
5504,39.5,2
5530,39.5,4
7544,39.5,4
1512,39.5,2
1513,39.5,2
5586,39.5,3
5587,39.5,1
7632,39.5,2
7633,39.5,2
7576,39.5,2
7577,39.5,2
1721,39.5,2
1722,39.5,2
6427,39.5,3
6428,39.5,1
9812,39.5,4
1466,39.5,4
3377,39.6,5
129,39.6,4
130,39.6,1
9678,39.6,2
9679,39.6,3
10301,39.6,1
10302,39.6,4
11153,39.6,2
11154,39.6,3
4694,39.6,5
10591,39.6,2
10592,39.6,3
8681,39.6,4
8682,39.6,1
304,39.6,3
305,39.6,2
3107,39.6,4
3108,39.6,1
6813,39.666666666666664,3
6767,39.666666666666664,3
8941,39.666666666666664,2
8942,39.666666666666664,1
2284,39.666666666666664,3
10644,39.666666666666664,1
10645,39.666666666666664,2
8589,39.666666666666664,3
8802,39.666666666666664,1
8803,39.666666666666664,2
8919,39.666666666666664,2
8920,39.666666666666664,1
4294,39.666666666666664,2
4295,39.666666666666664,1
11164,39.666666666666664,3
11140,39.666666666666664,1
11141,39.666666666666664,2
4313,39.666666666666664,3
8876,39.666666666666664,1
8877,39.666666666666664,2
11437,39.666666666666664,2
11438,39.666666666666664,1
6799,39.666666666666664,1
6800,39.666666666666664,2
11574,39.666666666666664,1
11575,39.666666666666664,2
8573,39.666666666666664,3
12070,39.666666666666664,3
9789,39.666666666666664,3
4322,39.666666666666664,3
4352,39.666666666666664,3
3432,39.666666666666664,3
3261,39.666666666666664,1
3262,39.666666666666664,2
9016,39.666666666666664,2
9017,39.666666666666664,1
5766,39.666666666666664,3
10637,39.666666666666664,3
1550,39.666666666666664,2
1551,39.666666666666664,1
3164,39.666666666666664,3
10305,39.666666666666664,2
10306,39.666666666666664,1
6765,39.666666666666664,3
6408,39.666666666666664,3
8607,39.666666666666664,1
8608,39.666666666666664,2
7718,39.666666666666664,3
5332,39.666666666666664,3
7670,39.666666666666664,1
7671,39.666666666666664,2
8736,39.666666666666664,2
8737,39.666666666666664,1
9672,39.666666666666664,3
3106,39.666666666666664,3
7744,39.666666666666664,1
7745,39.666666666666664,2
7738,39.666666666666664,2
7739,39.666666666666664,1
268,39.666666666666664,2
269,39.666666666666664,1
5343,39.75,2
5344,39.75,2
5459,39.75,4
5330,39.75,4
9786,39.75,2
9787,39.75,2
2480,39.75,2
2481,39.75,2
3099,39.75,3
3100,39.75,1
4334,39.75,4
7842,39.75,2
7843,39.75,2
6815,39.75,4
10572,39.75,2
10573,39.75,2
7564,39.75,4
11034,39.75,4
6620,39.75,2
6621,39.75,2
3216,39.75,4
5443,39.75,2
5444,39.75,2
6622,39.75,4
7838,39.75,4
4330,39.75,4
885,39.75,3
886,39.75,1
3070,39.75,4
6584,39.75,4
6384,39.75,4
7553,39.75,3
7554,39.75,1
5873,39.75,4
7543,39.75,4
6504,39.75,1
6505,39.75,3
495,39.75,4
3463,39.8,5
6889,39.8,5
4525,39.8,4
4526,39.8,1
10578,39.8,5
6981,39.8,2
6982,39.8,3
4386,39.8,1
4387,39.8,4
11301,39.8,1
11302,39.8,4
8685,39.8,4
8686,39.8,1
8715,39.8,2
8716,39.8,3
5515,39.8,2
5516,39.8,3
2229,39.8,3
2230,39.8,2
5338,39.8,1
5339,39.8,4
837,39.8,2
838,39.8,3
6650,39.8,4
6651,39.8,1
7638,40.0,4
5437,40.0,5
1468,40.0,4
3103,40.0,3
9777,40.0,3
1469,40.0,2
1470,40.0,1
3406,40.0,5
3375,40.0,4
3376,40.0,1
5452,40.0,2
5453,40.0,1
8555,40.0,2
8556,40.0,1
6891,40.0,3
9662,40.0,2
9663,40.0,3
9664,40.0,5
9665,40.0,2
9666,40.0,1
10438,40.0,2
10439,40.0,3
10746,40.0,1
10747,40.0,2
7639,40.0,4
9510,40.0,1
9511,40.0,2
6885,40.0,3
4584,40.0,5
9653,40.0,2
9654,40.0,1
12145,40.0,4
6959,40.0,3
4519,40.0,5
12022,40.0,2
12023,40.0,1
4124,40.0,2
4125,40.0,1
3500,40.0,3
5730,40.0,5
1760,40.0,3
4252,40.0,3
10335,40.0,2
10336,40.0,1
8050,40.0,4
4572,40.0,3
5550,40.0,3
6665,40.0,3
6666,40.0,1
6658,40.0,2
6659,40.0,1
2468,40.0,2
2469,40.0,1
2386,40.0,3
11305,40.0,1
11306,40.0,2
7716,40.0,2
7717,40.0,1
1417,40.0,3
8586,40.0,3
8587,40.0,1
7711,40.0,4
5704,40.0,2
5705,40.0,1
12083,40.0,4
5768,40.0,3
4566,40.0,3
1657,40.0,3
1780,40.0,3
3496,40.0,4
5334,40.0,3
5874,40.0,4
5875,40.0,1
6675,40.0,2
6676,40.0,1
9790,40.0,1
9791,40.0,2
1691,40.0,3
5556,40.0,3
11802,40.0,4
2272,40.0,3
7911,40.0,2
7912,40.0,2
12142,40.0,1
12143,40.0,3
7887,40.0,2
7888,40.0,1
8713,40.0,1
8714,40.0,3
2380,40.0,3
1562,40.0,5
1066,40.0,4
5433,40.0,1
5434,40.0,3
5420,40.0,3
7819,40.0,2
7820,40.0,1
2254,40.0,3
1633,40.0,4
4147,40.0,3
4148,40.0,2
7750,40.0,3
6432,40.0,2
6433,40.0,2
9530,40.0,3
9531,40.0,1
6437,40.0,3
9534,40.0,3
3263,40.0,2
3264,40.0,1
4251,40.0,5
4712,40.0,3
1448,40.0,3
1449,40.0,1
1464,40.0,4
7565,40.0,4
7566,40.0,1
10632,40.0,1
10633,40.0,2
5881,40.0,2
5882,40.0,1
4447,40.0,3
3162,40.0,3
6585,40.0,4
5836,40.2,5
1097,40.2,5
839,40.2,1
840,40.2,4
2283,40.2,5
1423,40.2,2
1424,40.2,3
6625,40.2,1
6626,40.2,4
10618,40.2,1
10619,40.2,4
7656,40.25,3
7657,40.25,1
3411,40.25,4
7897,40.25,3
7898,40.25,1
6430,40.25,2
6431,40.25,2
5832,40.25,2
5833,40.25,2
2269,40.25,4
11030,40.25,3
11031,40.25,1
1689,40.25,4
10576,40.25,2
10577,40.25,2
10620,40.25,1
10621,40.25,3
11333,40.25,2
11334,40.25,2
11037,40.25,3
11038,40.25,1
7653,40.25,4
5541,40.25,3
5542,40.25,1
2218,40.25,2
2219,40.25,2
3291,40.25,4
1480,40.25,4
8584,40.25,3
8585,40.25,1
6387,40.25,4
1511,40.25,4
3080,40.25,3
3081,40.25,1
9650,40.333333333333336,3
3188,40.333333333333336,3
10583,40.333333333333336,2
10584,40.333333333333336,1
2275,40.333333333333336,3
4437,40.333333333333336,2
4438,40.333333333333336,1
4510,40.333333333333336,3
6886,40.333333333333336,3
68,40.333333333333336,2
69,40.333333333333336,1
7700,40.333333333333336,3
6809,40.333333333333336,1
6810,40.333333333333336,2
282,40.333333333333336,3
12034,40.333333333333336,1
12035,40.333333333333336,2
2560,40.333333333333336,3
7855,40.333333333333336,1
7856,40.333333333333336,2
3378,40.333333333333336,3
4711,40.333333333333336,3
545,40.333333333333336,3
10314,40.333333333333336,1
10315,40.333333333333336,2
5527,40.333333333333336,3
5415,40.333333333333336,2
5416,40.333333333333336,1
285,40.333333333333336,3
6766,40.333333333333336,3
5878,40.333333333333336,3
11939,40.333333333333336,2
11940,40.333333333333336,1
5710,40.333333333333336,3
4332,40.333333333333336,2
4333,40.333333333333336,1
11293,40.333333333333336,1
11294,40.333333333333336,2
4181,40.333333333333336,1
4182,40.333333333333336,2
9800,40.333333333333336,1
9801,40.333333333333336,2
10599,40.333333333333336,2
10600,40.333333333333336,1
10342,40.333333333333336,1
10343,40.333333333333336,2
8805,40.333333333333336,2
8806,40.333333333333336,1
4371,40.333333333333336,3
10337,40.333333333333336,3
12155,40.333333333333336,1
12156,40.333333333333336,2
11286,40.333333333333336,2
11287,40.333333333333336,1
9811,40.333333333333336,3
8029,40.333333333333336,3
11701,40.333333333333336,2
11702,40.333333333333336,1
521,40.333333333333336,3
6797,40.333333333333336,2
6798,40.333333333333336,1
4203,40.333333333333336,2
4204,40.333333333333336,1
10642,40.333333333333336,1
10643,40.333333333333336,2
10593,40.333333333333336,2
10594,40.333333333333336,1
3306,40.333333333333336,3
5368,40.333333333333336,3
5679,40.333333333333336,1
5680,40.333333333333336,2
1665,40.333333333333336,3
6565,40.333333333333336,3
5548,40.333333333333336,3
3346,40.333333333333336,3
1452,40.333333333333336,1
1453,40.333333333333336,2
1450,40.333333333333336,1
1451,40.333333333333336,2
7635,40.333333333333336,2
7636,40.333333333333336,1
4450,40.4,2
4451,40.4,3
5464,40.4,5
8816,40.4,1
8817,40.4,4
271,40.4,5
1736,40.4,5
5670,40.4,2
5671,40.4,3
9661,40.4,5
6623,40.4,1
6624,40.4,4
10331,40.4,2
10332,40.4,3
10333,40.4,4
10334,40.4,1
1564,40.4,4
1565,40.4,1
6487,40.4,5
7748,40.4,3
7749,40.4,2
2278,40.4,5
7742,40.5,4
6566,40.5,2
6567,40.5,2
6985,40.5,4
3528,40.5,2
3529,40.5,2
8679,40.5,1
8680,40.5,3
7642,40.5,3
7643,40.5,1
6923,40.5,3
6924,40.5,1
2470,40.5,3
2471,40.5,1
6616,40.5,1
6617,40.5,3
4648,40.5,1
4649,40.5,3
11576,40.5,3
11577,40.5,1
8575,40.5,4
4185,40.5,4
5795,40.5,4
3501,40.5,4
9933,40.5,4
8955,40.5,2
8956,40.5,2
4158,40.5,4
4337,40.5,4
7545,40.5,2
7546,40.5,2
11769,40.5,1
11770,40.5,3
8902,40.5,3
8903,40.5,1
4385,40.5,4
4391,40.5,3
4392,40.5,1
2552,40.5,3
2553,40.5,1
4157,40.5,4
5837,40.5,4
3078,40.5,3
3079,40.5,1
6678,40.5,4
9659,40.5,3
9660,40.5,1
6579,40.5,2
6580,40.5,2
10648,40.6,1
10649,40.6,4
4681,40.6,4
4682,40.6,1
5399,40.6,2
5400,40.6,3
3531,40.6,5
6963,40.6,4
6964,40.6,1
4308,40.6,1
4309,40.6,4
3123,40.6,5
9526,40.6,4
9527,40.6,1
4695,40.6,4
4696,40.6,1
11297,40.6,1
11298,40.6,4
3388,40.6,5
9535,40.6,4
9536,40.6,1
5835,40.6,5
6519,40.6,1
6520,40.6,4
6983,40.6,5
9816,40.6,4
9817,40.6,1
293,40.6,3
294,40.6,2
4561,40.6,5
6558,40.6,4
6559,40.6,1
3061,40.6,4
3062,40.6,1
7655,40.6,5
2398,40.666666666666664,2
2399,40.666666666666664,1
4654,40.666666666666664,1
4655,40.666666666666664,2
8800,40.666666666666664,1
8801,40.666666666666664,2
3409,40.666666666666664,3
4201,40.666666666666664,1
4202,40.666666666666664,2
6506,40.666666666666664,1
6507,40.666666666666664,2
5251,40.666666666666664,2
5252,40.666666666666664,1
2247,40.666666666666664,3
6656,40.666666666666664,2
6657,40.666666666666664,1
3029,40.666666666666664,3
6645,40.666666666666664,2
6646,40.666666666666664,1
4480,40.666666666666664,3
3286,40.666666666666664,3
5709,40.666666666666664,3
5890,40.666666666666664,3
6764,40.666666666666664,3
11935,40.666666666666664,1
11936,40.666666666666664,2
5753,40.666666666666664,3
11269,40.666666666666664,1
11270,40.666666666666664,2
11053,40.666666666666664,2
11054,40.666666666666664,1
10605,40.666666666666664,2
10606,40.666666666666664,1
8821,40.666666666666664,1
8822,40.666666666666664,2
4326,40.666666666666664,3
7707,40.666666666666664,3
5819,40.666666666666664,2
5820,40.666666666666664,1
10615,40.666666666666664,1
10616,40.666666666666664,2
11331,40.666666666666664,3
8807,40.666666666666664,2
8808,40.666666666666664,1
10617,40.666666666666664,3
6746,40.666666666666664,3
3499,40.666666666666664,3
6887,40.666666666666664,3
12042,40.666666666666664,3
2302,40.666666666666664,1
2303,40.666666666666664,2
2489,40.666666666666664,2
2490,40.666666666666664,1
8704,40.666666666666664,1
8705,40.666666666666664,2
3287,40.666666666666664,2
3288,40.666666666666664,1
3396,40.666666666666664,2
3397,40.666666666666664,1
580,40.666666666666664,3
10449,40.666666666666664,3
11173,40.666666666666664,3
7752,40.666666666666664,1
7753,40.666666666666664,2
3335,40.666666666666664,2
3336,40.666666666666664,1
8045,40.666666666666664,3
976,40.666666666666664,2
977,40.666666666666664,1
6571,40.666666666666664,1
6572,40.666666666666664,2
2235,40.666666666666664,3
614,40.666666666666664,3
1042,40.666666666666664,2
1043,40.666666666666664,1
9648,40.75,1
9649,40.75,3
4339,40.75,4
11032,40.75,2
11033,40.75,2
4439,40.75,3
4440,40.75,1
3368,40.75,4
3180,40.75,3
3181,40.75,1
5520,40.75,4
3082,40.75,2
3083,40.75,2
2388,40.75,3
2389,40.75,1
8788,40.75,4
4541,40.75,4
11277,40.75,1
11278,40.75,3
1667,40.75,1
1668,40.75,3
5827,40.75,2
5828,40.75,2
2212,40.75,2
2213,40.75,2
10610,40.75,4
5729,40.75,4
5614,40.75,4
4257,40.75,4
5445,40.75,4
2273,40.75,3
2274,40.75,1
9692,40.75,4
6436,40.75,4
2319,40.75,3
2320,40.75,1
4609,40.75,3
4610,40.75,1
867,40.75,3
868,40.75,1
9778,40.75,3
9779,40.75,1
3063,40.75,1
3064,40.75,3
3407,40.8,2
3408,40.8,3
3069,40.8,5
1036,40.8,5
11316,40.8,2
11317,40.8,3
8043,40.8,1
8044,40.8,4
7560,40.8,5
11328,40.8,2
11329,40.8,3
5523,40.8,4
5524,40.8,1
9809,40.8,2
9810,40.8,3
4692,40.8,1
4693,40.8,4
2384,40.8,5
11151,40.8,2
11152,40.8,3
4462,40.8,3
4463,40.8,2
7530,40.8,4
7531,40.8,1
2276,40.8,4
2277,40.8,1
4383,41.0,3
7736,41.0,1
7737,41.0,3
7637,41.0,3
5557,41.0,4
7672,41.0,5
10595,41.0,1
10596,41.0,2
5448,41.0,3
9782,41.0,4
9783,41.0,1
1650,41.0,2
1651,41.0,1
866,41.0,3
7928,41.0,3
7929,41.0,2
7705,41.0,2
7706,41.0,3
1770,41.0,3
1771,41.0,1
6631,41.0,2
6632,41.0,1
8814,41.0,1
8815,41.0,3
8798,41.0,1
8799,41.0,3
1502,41.0,3
1503,41.0,3
6680,41.0,3
8675,41.0,3
8676,41.0,2
10442,41.0,1
10443,41.0,4
1073,41.0,3
8042,41.0,4
6426,41.0,4
3457,41.0,2
3458,41.0,1
9919,41.0,3
6655,41.0,5
10299,41.0,1
10300,41.0,2
8878,41.0,1
8879,41.0,2
4614,41.0,1
4615,41.0,2
4136,41.0,3
4137,41.0,2
6742,41.0,4
11941,41.0,4
507,41.0,2
508,41.0,1
4706,41.0,4
5711,41.0,3
2393,41.0,4
6803,41.0,3
3265,41.0,4
9788,41.0,3
6902,41.0,2
6903,41.0,1
10755,41.0,4
12076,41.0,4
10622,41.0,2
10623,41.0,1
5716,41.0,1
5717,41.0,2
11956,41.0,1
11957,41.0,2
11758,41.0,2
11759,41.0,2
7712,41.0,2
7713,41.0,1
5393,41.0,4
11570,41.0,4
4393,41.0,3
4394,41.0,2
7861,41.0,3
4627,41.0,4
5392,41.0,3
8804,41.0,3
4611,41.0,4
4612,41.0,1
11279,41.0,1
11280,41.0,2
6801,41.0,1
6802,41.0,2
4115,41.0,3
3087,41.0,5
9806,41.0,3
6818,41.0,1
6819,41.0,2
11304,41.0,3
7702,41.0,4
8597,41.0,3
5796,41.0,5
11291,41.0,1
11292,41.0,2
11929,41.0,1
11930,41.0,2
11931,41.0,1
11932,41.0,2
6745,41.0,3
11554,41.0,3
11555,41.0,2
11686,41.0,1
11687,41.0,3
10456,41.0,2
10457,41.0,2
6641,41.0,4
6642,41.0,1
7634,41.0,3
3098,41.0,3
4224,41.0,5
5829,41.0,4
4123,41.0,5
127,41.0,5
159,41.0,5
6521,41.0,1
6522,41.0,2
8727,41.0,3
8921,41.0,3
4652,41.0,1
4653,41.0,4
9541,41.0,2
9542,41.0,1
8908,41.0,3
7903,41.0,2
7904,41.0,1
7662,41.0,2
7663,41.0,2
5678,41.0,3
7850,41.0,1
7851,41.0,2
9915,41.0,1
9916,41.0,2
3460,41.0,5
2387,41.0,3
3084,41.0,1
3085,41.0,2
10638,41.0,2
10639,41.0,3
6527,41.0,1
6528,41.0,2
1467,41.0,5
2280,41.0,3
2236,41.0,1
2237,41.0,2
1590,41.0,3
14,41.0,3
6494,41.0,3
6576,41.2,2
6577,41.2,3
5454,41.2,1
5455,41.2,4
3325,41.2,5
3130,41.2,4
3131,41.2,1
11660,41.2,4
11661,41.2,1
6973,41.2,1
6974,41.2,4
8789,41.2,4
8790,41.2,1
5549,41.2,5
8812,41.2,2
8813,41.2,3
11583,41.2,2
11584,41.2,3
2371,41.2,3
2372,41.2,2
7746,41.2,1
7747,41.2,4
6445,41.2,5
2361,41.2,4
2362,41.2,1
7740,41.25,2
7741,41.25,2
5380,41.25,1
5381,41.25,3
6396,41.25,3
6397,41.25,1
6681,41.25,2
6682,41.25,2
5674,41.25,1
5675,41.25,3
3461,41.25,4
568,41.25,4
4579,41.25,4
7939,41.25,2
7940,41.25,2
6523,41.25,1
6524,41.25,3
6525,41.25,1
6526,41.25,3
4233,41.25,4
6490,41.25,2
6491,41.25,2
11131,41.25,3
11132,41.25,1
11937,41.25,3
11938,41.25,1
12039,41.25,4
7826,41.25,3
7827,41.25,1
10570,41.25,3
10571,41.25,1
11572,41.25,1
11573,41.25,3
8953,41.25,2
8954,41.25,2
11582,41.25,4
2404,41.25,4
2185,41.25,3
2186,41.25,1
6660,41.25,3
6661,41.25,1
11768,41.25,4
6768,41.333333333333336,3
8723,41.333333333333336,1
8724,41.333333333333336,2
2550,41.333333333333336,3
10634,41.333333333333336,1
10635,41.333333333333336,2
4198,41.333333333333336,2
4199,41.333333333333336,1
7905,41.333333333333336,2
7906,41.333333333333336,1
6968,41.333333333333336,3
1411,41.333333333333336,3
4221,41.333333333333336,1
4222,41.333333333333336,2
6647,41.333333333333336,3
6643,41.333333333333336,3
11562,41.333333333333336,2
11563,41.333333333333336,1
8030,41.333333333333336,3
547,41.333333333333336,1
548,41.333333333333336,2
3453,41.333333333333336,2
3454,41.333333333333336,1
5593,41.333333333333336,3
5421,41.333333333333336,3
9784,41.333333333333336,2
9785,41.333333333333336,1
11952,41.333333333333336,1
11953,41.333333333333336,2
4229,41.333333333333336,1
4230,41.333333333333336,2
1752,41.333333333333336,3
7541,41.333333333333336,2
7542,41.333333333333336,1
5521,41.333333333333336,3
6906,41.333333333333336,3
12124,41.333333333333336,2
12125,41.333333333333336,1
9797,41.333333333333336,1
9798,41.333333333333336,2
5708,41.333333333333336,3
11058,41.333333333333336,1
11059,41.333333333333336,2
7644,41.333333333333336,1
7645,41.333333333333336,2
9518,41.333333333333336,2
9519,41.333333333333336,1
7847,41.333333333333336,3
1072,41.333333333333336,3
2375,41.333333333333336,3
6909,41.333333333333336,3
6913,41.333333333333336,3
1519,41.333333333333336,3
6648,41.333333333333336,2
6649,41.333333333333336,1
4474,41.333333333333336,3
11174,41.333333333333336,1
11175,41.333333333333336,2
2304,41.333333333333336,2
2305,41.333333333333336,1
8609,41.333333333333336,2
8610,41.333333333333336,1
6578,41.333333333333336,3
11318,41.333333333333336,3
10629,41.333333333333336,3
1589,41.333333333333336,3
3187,41.333333333333336,3
3574,41.333333333333336,3
1085,41.333333333333336,3
4296,41.333333333333336,3
519,41.333333333333336,3
3347,41.333333333333336,3
5457,41.333333333333336,2
5458,41.333333333333336,1
7647,41.333333333333336,1
7648,41.333333333333336,2
2400,41.333333333333336,2
2401,41.333333333333336,1
912,41.333333333333336,3
5558,41.4,5
538,41.4,5
8932,41.4,4
8933,41.4,1
1493,41.4,5
3198,41.4,4
3199,41.4,1
1739,41.4,5
6663,41.4,2
6664,41.4,3
6667,41.4,5
11321,41.4,1
11322,41.4,4
64,41.4,5
7666,41.4,1
7667,41.4,4
10589,41.5,1
10590,41.5,3
4452,41.5,2
4453,41.5,2
2248,41.5,4
3086,41.5,4
11137,41.5,1
11138,41.5,3
7641,41.5,4
4306,41.5,1
4307,41.5,3
5718,41.5,4
11791,41.5,1
11792,41.5,3
11265,41.5,3
11266,41.5,1
9543,41.5,2
9544,41.5,2
2498,41.5,4
7703,41.5,3
7704,41.5,1
11026,41.5,2
11027,41.5,2
8677,41.5,3
8678,41.5,1
5783,41.5,2
5784,41.5,2
5379,41.5,4
6443,41.6,2
6444,41.6,3
4338,41.6,5
4456,41.6,3
4457,41.6,2
9674,41.6,3
9675,41.6,2
2246,41.6,5
11028,41.6,3
11029,41.6,2
4363,41.6,2
4364,41.6,3
7839,41.6,5
4331,41.6,5
3101,41.6,4
3102,41.6,1
11326,41.6,1
11327,41.6,4
914,41.6,4
915,41.6,1
4258,41.6,2
4259,41.6,3
4236,41.6,4
4237,41.6,1
8051,41.6,1
8052,41.6,4
4405,41.6,3
4406,41.6,2
7913,41.6,4
7914,41.6,1
9907,41.6,3
9908,41.6,2
8683,41.6,4
8684,41.6,1
8930,41.6,4
8931,41.6,1
5331,41.6,5
11767,41.6,5
1584,41.6,4
1585,41.6,1
6583,41.666666666666664,3
4263,41.666666666666664,1
4264,41.666666666666664,2
5559,41.666666666666664,3
6508,41.666666666666664,3
5838,41.666666666666664,3
2420,41.666666666666664,3
4657,41.666666666666664,1
4658,41.666666666666664,2
6556,41.666666666666664,2
6557,41.666666666666664,1
494,41.666666666666664,3
10437,41.666666666666664,3
8720,41.666666666666664,3
9909,41.666666666666664,2
9910,41.666666666666664,1
9522,41.666666666666664,2
9523,41.666666666666664,1
67,41.666666666666664,3
12038,41.666666666666664,3
11018,41.666666666666664,1
11019,41.666666666666664,2
3246,41.666666666666664,3
3259,41.666666666666664,2
3260,41.666666666666664,1
11683,41.666666666666664,1
11684,41.666666666666664,2
11295,41.666666666666664,2
11296,41.666666666666664,1
3459,41.666666666666664,3
3527,41.666666666666664,3
12122,41.666666666666664,1
12123,41.666666666666664,2
6916,41.666666666666664,3
5577,41.666666666666664,1
5578,41.666666666666664,2
4629,41.666666666666664,3
5553,41.666666666666664,3
8595,41.666666666666664,2
8596,41.666666666666664,1
4261,41.666666666666664,2
4262,41.666666666666664,1
11129,41.666666666666664,2
11130,41.666666666666664,1
7909,41.666666666666664,2
7910,41.666666666666664,1
6495,41.666666666666664,2
6496,41.666666666666664,1
3022,41.666666666666664,3
1692,41.666666666666664,3
6429,41.666666666666664,3
10630,41.666666666666664,2
10631,41.666666666666664,1
11290,41.666666666666664,3
4231,41.666666666666664,2
4232,41.666666666666664,1
490,41.666666666666664,2
491,41.666666666666664,1
6568,41.666666666666664,3
5460,41.75,2
5461,41.75,2
1648,41.75,3
1649,41.75,1
3403,41.75,4
3167,41.75,4
7533,41.75,3
7534,41.75,1
12043,41.75,1
12044,41.75,3
5816,41.75,4
6977,41.75,1
6978,41.75,3
7924,41.75,2
7925,41.75,2
11789,41.75,4
12067,41.75,1
12068,41.75,3
2313,41.75,4
7864,41.75,1
7865,41.75,3
1772,41.75,1
1773,41.75,3
3410,41.75,4
11047,41.75,3
11048,41.75,1
12082,41.75,4
11282,41.75,2
11283,41.75,2
11051,41.75,3
11052,41.75,1
4568,41.75,4
1630,41.75,4
7578,41.75,1
7579,41.75,3
7580,41.75,2
7581,41.75,2
3337,41.75,1
3338,41.75,3
7735,41.75,4
3462,41.75,4
536,41.75,4
850,41.75,2
851,41.75,2
8732,41.8,1
8733,41.8,4
5676,41.8,1
5677,41.8,4
6914,41.8,4
6915,41.8,1
7935,41.8,2
7936,41.8,3
5830,41.8,4
5831,41.8,1
8696,41.8,1
8697,41.8,4
3065,41.8,3
3066,41.8,2
11324,41.8,2
11325,41.8,3
3293,41.8,5
6673,41.8,4
6674,41.8,1
11580,41.8,2
11581,41.8,3
9673,41.8,5
3182,41.8,5
7668,41.8,1
7669,41.8,4
3168,41.8,5
1021,41.8,4
1022,41.8,1
6500,41.8,2
6501,41.8,3
4266,41.8,1
4267,41.8,4
7889,42.0,3
4384,42.0,3
6966,42.0,3
9690,42.0,1
9691,42.0,2
900,42.0,5
7525,42.0,1
7526,42.0,2
9688,42.0,1
9689,42.0,2
8731,42.0,3
3404,42.0,2
3405,42.0,1
3561,42.0,1
3562,42.0,3
1785,42.0,2
1786,42.0,1
6908,42.0,3
537,42.0,3
2191,42.0,3
2192,42.0,1
3401,42.0,2
3402,42.0,1
9013,42.0,3
9014,42.0,2
830,42.0,5
5536,42.0,4
7840,42.0,2
7841,42.0,3
5817,42.0,2
5818,42.0,1
9905,42.0,2
9906,42.0,1
6748,42.0,3
2563,42.0,3
9669,42.0,1
9670,42.0,2
4155,42.0,2
4156,42.0,1
12149,42.0,1
12150,42.0,4
3301,42.0,3
6743,42.0,1
6744,42.0,3
11041,42.0,3
4253,42.0,2
4254,42.0,2
3367,42.0,4
5440,42.0,3
5441,42.0,2
6560,42.0,3
7547,42.0,2
7548,42.0,2
2287,42.0,3
496,42.0,3
9793,42.0,1
9794,42.0,2
626,42.0,3
7549,42.0,4
7550,42.0,1
11332,42.0,3
6969,42.0,1
6970,42.0,2
8965,42.0,2
8966,42.0,1
7557,42.0,1
7558,42.0,3
5535,42.0,3
5296,42.0,1
5297,42.0,2
11801,42.0,3
4513,42.0,4
3048,42.0,4
11933,42.0,2
11934,42.0,1
9667,42.0,2
9668,42.0,2
10297,42.0,1
10298,42.0,2
4401,42.0,3
4402,42.0,2
162,42.0,1
163,42.0,2
7860,42.0,3
2261,42.0,5
10460,42.0,3
7731,42.0,1
7732,42.0,2
6448,42.0,3
6449,42.0,2
7658,42.0,1
7659,42.0,4
7727,42.0,2
7728,42.0,3
6984,42.0,4
6511,42.0,1
6512,42.0,2
8604,42.0,3
966,42.0,1
967,42.0,2
826,42.0,3
5419,42.0,3
10597,42.0,2
10598,42.0,2
10636,42.0,3
5373,42.0,3
5374,42.0,1
872,42.0,1
873,42.0,2
4297,42.0,1
4298,42.0,2
5241,42.0,1
5242,42.0,2
3023,42.0,5
9684,42.0,1
9685,42.0,2
2529,42.0,5
3158,42.2,5
5668,42.2,2
5669,42.2,3
11710,42.2,3
11711,42.2,2
4119,42.2,5
7646,42.2,5
7651,42.2,4
7652,42.2,1
4226,42.2,5
7733,42.2,1
7734,42.2,4
3134,42.2,5
10654,42.2,5
3435,42.2,4
3436,42.2,1
8712,42.2,5
7719,42.25,3
7720,42.25,1
6554,42.25,1
6555,42.25,3
1787,42.25,3
1788,42.25,1
5370,42.25,4
8926,42.25,3
8927,42.25,1
963,42.25,4
5825,42.25,3
5826,42.25,1
11150,42.25,4
4390,42.25,4
5731,42.25,2
5732,42.25,2
8952,42.25,4
7708,42.25,2
7709,42.25,2
11578,42.25,2
11579,42.25,2
8559,42.25,2
8560,42.25,2
280,42.25,3
281,42.25,1
6912,42.25,4
1595,42.25,4
4454,42.25,1
4455,42.25,3
2297,42.25,3
2298,42.25,1
8924,42.25,3
8925,42.25,1
6561,42.25,1
6562,42.25,3
6679,42.25,4
4268,42.25,4
6790,42.25,4
4161,42.333333333333336,2
4162,42.333333333333336,1
6502,42.333333333333336,1
6503,42.333333333333336,2
5449,42.333333333333336,3
4265,42.333333333333336,3
8578,42.333333333333336,1
8579,42.333333333333336,2
2306,42.333333333333336,3
2279,42.333333333333336,3
1504,42.333333333333336,3
2193,42.333333333333336,2
2194,42.333333333333336,1
9532,42.333333333333336,2
9533,42.333333333333336,1
9917,42.333333333333336,1
9918,42.333333333333336,2
10744,42.333333333333336,3
11160,42.333333333333336,1
11161,42.333333333333336,2
6488,42.333333333333336,2
6489,42.333333333333336,1
6618,42.333333333333336,1
6619,42.333333333333336,2
10453,42.333333333333336,3
5412,42.333333333333336,3
5513,42.333333333333336,1
5514,42.333333333333336,2
